News ID,Quote,Source Name,Source ID,Target ID,Target Name,Ann1,Ann2,Ann3,Ann4,Agreement,
AfghanistanSun-3ca0f89f17db28f5f416e4c9ca4232e9,"I certainly support the president keeping the American people safe from Al Qaeda,",James McGovern,170351,5084,Al Qaeda,NEG,NEG,,,TRUE,
sundaytimes-c286dba2a7bf6333112d5fca68352d6c,"We welcome the recognition that the Al-Qaeda threat is emanating from Pakistan,",Humayun Hamidzada,723195,5084,Al Qaeda,NEG,NEG,,,TRUE,
latimes-05284533b835fbcc17e19175fb8dac1e,"If the process of integrating . . . members into the state security services and other institutions is frustrated, as it looks very much it will be, then this will leave a huge opportunity for Al Qaeda in Iraq, which has been down but never out, to get back into the game,",Joost Hiltermann,98316,5084,Al Qaeda,,,,,TRUE,
metimes-b36304239ea401646e3551e187f39d22,"This was no racket -- it was for protection, for chasing out Al-Qaeda when the army was afraid to enter the area,",Abu Ahmad,28108,5084,Al Qaeda,,NEG,,,FALSE,
dailytimesPK-c8de6b46af4db68815704e2f054436a6,were not Al Qaeda facilities.... Abu Zubaydah had an agreement with Bin Laden to conduct reciprocal recruiting efforts.,Abu Zubaida,2149,5084,Al Qaeda,,,,,TRUE,
defenselink-db852341bce788dbf627c4f4f25087e0,"Al-Qaida is the group that killed 3,000 Americans,",Mullen,351863,5084,Al Qaeda,NEG,NEG,,,TRUE,
expressindia-ea84ebc2e12686025be930e5401dff60,"We are very disappointed at our loss in 2008, but absolutely determined to take all necessary measures to restore Deutsche Bank to the path of profitability,",Ackermann,163,5129,Deutsche Bank,,,,,TRUE,
globalsecurity-9744281cf1dbbd11c9930648cb160378,The New York Times,Karzai,49,5218,New York Times,,,,,TRUE,
cnn-5cc707b8552fb8722355398cf1bbc39b,"The legislatively initiated proposals in the appropriations bill, I think, are an appropriate function of Congress of the United States,",Pelosi,727,5547,United States Congress,POS,,,,FALSE,
cnn-77a1c92a0bb8071b5a662673f02734e3,"It represents a significant step by Raul Castro to gain autonomy and, essentially, distance himself from Fidel's old gang,",Larry Birns,32948,5627,Raul Castro,POS,POS,,,TRUE,
javno-en-0bfe088d649e32fed794c4115c13bc8d,"Slovenia wants the circumstances that led to the holdup to change, and we welcome the initiative by the European Commission on mediation. I said this to my Swedish colleague and understood that the Swedes, who are inclined to further EU expansion, firstly Croatia, expect that the mediation will be successful, and that Croatia will be able to continue the negotiations",Pahor,14618,5655,European Commission,,,,,TRUE,
euractiv-en-703d6556604e86e31414c500149b001a,"We have submitted to the European Commission our plan to stabilise the economy by 2013 and to take whatever decisions necessary to work within the stability and growth pact guidelines. And they have accepted this,",Cowen,140,5655,European Commission,,,,,TRUE,
dg-comm-de-5c54c0517ecd36255f6481d2a34941ba,"As in the rest of Europe, the Czech Republic is feeling the effects of the global economic and financial crisis, especially in the regions. The European Commission is working closely with the Czech authorities to ensure that they make the most of the EU structural and cohesion funds, in order to boost competitiveness and create jobs. In addition to reimbursing agreed project costs, the Commission will advance more than ?1 billion in Cohesion Policy grants to support investment in the country in 2009; this i",HÅbner,7606,5655,European Commission,,,,,TRUE,
b92net_en-243ca1bc0f30e80a4977c0c60cd05e44,"The European Commission proposal for mediation is fundamentally acceptable and we expect the Croatian government to make the same decision next week,",Pahor,14618,5655,European Commission,POS,,,,FALSE,
dg-comm-en-ca38c196f01ae07f660dc012c03486ac,The European Commission has always been a strong proponent of equality between men and women.The European Union also has a vital role in promoting these values at a global level. Equal representation of women and men in power is a precondition for truly effective and accountable democracy and lasting economic prosperity,Androulla Vassiliou,825946,5655,European Commission,POS,POS,,,TRUE,
africafiles-0bc1eb45ef1c24395a80eceb62172e11,"I am deeply concerned by the decision of the Sudanese authorities to revoke the operating licences of a number of leading international NGOs. If these and all other international NGOs are no longer authorised to work in the country, then the continuation of humanitarian life-saving operations in Darfur will be in serious jeopardy. This can have dramatic consequences: the very lives of hundreds of thousands of people would be at risk as these NGOs provide a lifeline to so many innocent people. I urge the Gov",Louis Michel,156,5655,European Commission,,,,,TRUE,
novinite-11b0d46d3af106f9cf2227aaf4740d1d,"Even though the European Commission assessment of Bulgaria's progress in combating organized crime and corruption will be issued after the general elections this summer, we will not slacken our pace,",Stanishev,175549,5655,European Commission,,,,,TRUE,
bbc-c61e60a1fcc9d6470abf399d439c7c11,The De Larosiere group's proposals represent an essential step forward. They are ambitious but practical. The spotlight is now on the European Commission. It is a test of Barroso's courage and conviction. Today should be an important day in the history of international financial markets - but we shall see if the current conservative European Commission is capable of taking the recommended steps.,Poul Nyrup Rasmussen,367,5655,European Commission,,,,,TRUE,
earthtimes-466afea853168f3056ee67a4f98342ac,"On my own behalf and that of the European Commission I offer my deepest condolences to the families and friends of the victims of the school-killing of Winnenden,",Barroso,189,5655,European Commission,,,,,TRUE,
earthtimes-b161df927a6bedabb5a123143182b61d,"It is possible that Estonia will request an extraordinary assessment from the European Commission and European Central Bank (ECB) this year,",Ansip,50536,5655,European Commission,,,,,TRUE,
javno-en-1ef8c10d9d444c6f84bc0cd35a544104,"The European Commission wants the end of the technical negotiations in 2009. When ratification is concerned, there are various estimates. The Commission does not want to state a date",Rehn,8573,5655,European Commission,,,,,TRUE,
ppe-de-a76a3932b9317b4a24ad90fc17fad3ec,"The EPP-ED Group is already preparing, together with the EPP Party, the nomination of the new European Commission. It is important that the transition period between the elections and the nomination of the Commission President is a short as possible, so that Europe can continue to actively build the future in these times which are so difficult for many citizens.",Joseph Daul,138292,5655,European Commission,,,,,TRUE,
earthtimes-86dc1219c3df0b02405567710171abcb,"We have always supported him as a president of the European Commission, he has been a good president for the interests of Spain,",Zapatero,45,5655,European Commission,,,,,TRUE,
dailymail-1ebdb504619da55dbb510c9113bb572d,"Talk of a Grand Strategy betrays the real intentions of the European Commission. 'The idea that we might turn our military bases over to the EU, for projects the British people have never given their assent to, is a twisted fantasy.",Liam Fox,942,5655,European Commission,NEG,NEG,,,TRUE,
IHT-6d1a03f186deaa821b2751bfd54f0d34,"We are looking very carefully at the implications of this decision for the WTO case,",Amadeu Altafaj,197345,5834,World Trade Organization,,,,,TRUE,
earthtimes-2a5e92a7ba9893ad5feaf7fe6a77eeda,"It is for the US to decide how best to regulate Internet gambling in its market, but this must be done in a way that fully respects WTO obligations. I am hopeful that we can find a swift, negotiated solution to this issue.",Catherine Ashton,949880,5834,World Trade Organization,,,,,TRUE,
earthtimes-9428e902d60b4f9fc7dbb1d4842e9ed9,"It is for the U.S. to decide how best to regulate Internet gambling in its market, but this must be done in a way that fully respects WTO obligations. I am hopeful that we can find a swift, negotiated solution to this issue,",Ashton,949880,5834,World Trade Organization,,,,,TRUE,
irishtimes-23a81184a3a74a5d891b92419bcf58fb,"The future prosperity of this country depends on getting higher education right. As these proposals show, Fine Gael is determined to reform the higher education sector and reposition our Universities and Institutes to become world leaders in education. Delivering quality higher level education cannot be left to chance,",Kenny,606,6292,Fine Gael,POS,POS,,,TRUE,
irishtimes-5d0683c4b75869815518c97c86c003e2,This is yet another good news story for a Fine Gael team that is growing from strength to strength.,Kenny,606,6292,Fine Gael,POS,POS,,,TRUE,
irishtimes-3813eb4016288df2643ffa2a0b0f9384,Fine Gael welcome him wholeheartedly and unreservedly . . . that welcome extends also from our two sitting TDs in Galway East.,Enda Kenny,606,6292,Fine Gael,,,,,TRUE,
watchingamerica-c5e691eefde640c5e2a0a1076911ee02,"Bob Hawke is nowhere near as Irish as I am,",Keating,3892,6314,Bob Hawke,,,,,TRUE,
cnn-1f5a90205b28c066b1d33241b4bfdb57,"So if Wal-Mart airs an advertisement that says we have candidate action figures for sale, come buy them, that counts as an electioneering communication,",John Roberts,2475,6987,Wal-Mart,NEG,,,,FALSE,
thetimes-673501ecf38224a56418faefd611ef07,"Getting someone else to take the rap is a classic device, but John Denham cannot escape responsibility for this mess. Now the focus must be on tackling the serious crisis that threatens the viability of colleges and the training prospects of thousands of young people.",David Willetts,2991,8168,John Denham,NEG,NEG,,,TRUE,
dailymail-d1a726f1cbc2d11980c24d6297f41bde,"At this current economic time, union bosses should set an example to their members who are probably struggling to make ends meet. 'If Derek Simpson thinks staying at the Waldorf Hilton can be justified to his members, then he is clearly living in a different world to them. 'If the unions want to be taken seriously, then their bosses have to behave responsibly.",Simon Hughes,743,8236,Derek Simpson,NEG,NEG,,,TRUE,
dailytimesPK-4c89e2e57641dbb9ea8adcf392c2c35e,"Within a year I won my first World Cup victory, my first world championship medal and my first downhill. What more could I wish for?",Fischbacher,121933,8306,World Cup,,,,,TRUE,
cnn-7879af3e4d5e791c76f4721ad5946c94,"I like to win, to attack. My tactics therefore next weekend in Ofterswang and afterwards in the World Cup finals in Are will be to attack,",Vonn,776994,8306,World Cup,,,,,TRUE,
dailytimesPK-13a53bb47e243ef3237bdce99f298177,"It's not easy to win a first World Cup race, but it's even harder to win the second,",Lizeroux,601852,8306,World Cup,,,,,TRUE,
allafrica-b78b181381ec87c159e2356164efdc57,"There is only one country that will host this World Cup and that is South Africa. And yet you find countries like Canada, Australia are more enthusiastic it seems than our own South African population,",Jordaan,3978,8306,World Cup,,,,,TRUE,
allafrica-5c1ed3ae88f8f2cef54f5f858d9697cd,"There is only one country that will host this World Cup and that is South Africa. The World Cup in South Africa is for all Africans,",Fish,2371,8306,World Cup,,,,,TRUE,
independent-2af29656e5e2fdf296cf31257c6ca5ca,It was an enormous honour to become the first British club to win the Fifa Club World Cup and this is a badge we will wear with great pride.,Alex Ferguson,324,8306,World Cup,POS,,,,FALSE,
AsiaOne-519121cf2bdeb5fe76ff63179083488d,"It's vitally important that first and foremost not only do we qualify for the World Cup, but it's imperative that we qualify for the Asian Cup,",Schwarzer,133693,8306,World Cup,,,,,TRUE,
bday-a040577307cfe41d5503e7241202b3fa,"With an Oceania qualifier still outstanding it is quite likely that we will have Samoa in our pool again, which will also be a tough one. For the first time in our World Cup participation since 1995 we will play another African team in the Pool phase, which will be challenging.",Villiers,162991,8306,World Cup,,,,,TRUE,
irishtimes-cd53397e99c95d215c4af822072e74b8,"So far in this group, Bulgaria have drawn all of their three World Cup qualifying matches,",Trapattoni,2101,8306,World Cup,,,,,TRUE,
AfghanistanSun-fa6f1d34da3fa6a398a48eee36fcda0c,England's women have been the team to beat since the 2009 World Cup began - but they have out-scored and out-bowled all their rivals so far.,Gerry Sutcliffe,14048,8306,World Cup,,,,,TRUE,
independent-0a19e219ab599e02144b89eb1258cb3f,"When we gave the 2002 World Cup to South Korea and Japan there were sporting and political reasons to share it,",Blatter,14430,8306,World Cup,,,,,TRUE,
TheScotsman-bb8601a74f822f025b289f830a6ad9c6,For the World Cup it is different. There are at least 28 matches of the 64 that are sold out. Definitely the demand is huge.,Valcke,395359,8306,World Cup,POS,,,,FALSE,
independent-9d07435cf4def0e2acc06467f6786dbe,"My contract expires at the period of 2010 World Cup,",Hiddink,12532,8306,World Cup,,,,,TRUE,
iol-ec10f006b97abfdcc3afd9257ba51603,"If His Holiness's visa is refused, then I won't take part in the coming 2010 World Cup-related peace conference,",Tutu,2984,8306,World Cup,,,,,TRUE,
khaleejtimes-53e485b02eeee9b7f6e0f7f51b5cad2e,"would bring so many positive things ... including friendships and understandings between competitors and spectators that would extend far beyond the World Cup itself,",Sheikh Mohammed,2760,8306,World Cup,,,,,TRUE,
earthtimes-62ab8038248aec0536a9e268cf4d7104,"This is a stocktaking a year before the World Cup in South Africa,",Loew,19743,8306,World Cup,,,,,TRUE,
earthtimes-9913ccaba5cc78c82e71523e4f757e3d,"That view will be among several positions that will define security requirements for the Soccer World Cup,",Nqakula,1590,8306,World Cup,,,,,TRUE,
channelnewsasia-91e7edd8c5fe6bd569d622cd69e021b4,"We continue to believe South Africa will deliver a successful tournament. Whatever else, the country must host its own World Cup, reflective of its people and the continent. I believe the event will go along way to changing the world's perceptions about Africa,",Niersbach,49506,8306,World Cup,POS,,,,FALSE,
channelnewsasia-91e7edd8c5fe6bd569d622cd69e021b4,"I am convinced that it will be a wonderful World Cup. With the organising talent that South Africa has, the country has nothing to worry about,",Beckenbauer,291,8306,World Cup,POS,,,,FALSE,
xinhuanet_en-298db6ea14b179eaed2dc284a70b708b,"We do not have doubts on playing at the World Cup in South Africa 2010,",Messi,66075,8306,World Cup,,,,,TRUE,
iol-68cc21bcd553f0485944ed70fe6d3e45,"We are very excited to have passed the one million mark for ticket applications for the 2010 Fifa World Cup. The interest in South Africa and around the world has been incredible,",Danny Jordaan,3978,8306,World Cup,POS,,,,FALSE,
iol-65cc9aca2ea76d1ce63017a65c092753,"The cabinet's position is that we do not want the 2010 World Cup to be used as a platform to advance the political causes of various groups,",Maseko,495500,8306,World Cup,,,,,TRUE,
metimes-b9644f7a0f063e9edacf1c061b991ff7,"I accept the (responsibility for) defeat, and I apologise to the Iranian people. But we still have the opportunity to make it to the World Cup.",Daei,19980,8306,World Cup,,,,,TRUE,
independent-c829d6777660c7ffbec9040386b97dd5,"I have to choose the players to play against the Ukraine [in Wednesday's World Cup qualifier], not against history,",Capello,46124,8306,World Cup,,,,,TRUE,
earthtimes-75ac755f0f654de80f97dfc0521c7b59,"He makes quite a stable impression. We know that we need him on the way to the 2010 World Cup and afterwards,",Loew,19743,8306,World Cup,,,,,TRUE,
iol-247da150990407dc8604c82cf6c6cd9d,"As the department of transport we are delighted that this is once again an accomplishment of an important milestone in fulfilling the Fifa requirements for the World Cup,",Radebe,2495,8306,World Cup,,,,,TRUE,
allafrica-697df030c62bab029fdbb0b08e750f87,"There is an urgent need and we must prioritise domestic gas supply over any other project, since the country needs power to realise the seven-point agenda of the Federal Government,",Barkindo,324876,8350,Federal Government,,,,,TRUE,
thisdayonline-e8d661dd68eaf2cb3edf2ad3de59c7f4,"&gt;Ojo Maduekwe, has ordered a probe into the N1.5 billion allocated for the purchase of generator fuel in some diplomatic missions abroad. The allocation is contained in this year?s Federal Government budget as approved by the National Assembly. ?I have directed an investigation into that. If it is true that money has been budgeted for missions in countries that do not have power failure at all, I do not want to preempt the outcome,",Maduekwe,8593,8350,Federal Government,,,,,TRUE,
channel4news-dbe23b8acdabfa3b7e27cc0a4454e0d8,We want to congratulate Brad Pitt for making it right and to hear more about how we can work together so this can be replicated throughout the country.,Pelosi,727,8467,Brad Pitt,POS,POS,,,TRUE,
irishtimes-b023db75d72610cef3fc0e5d1724862c,"This was a make or break fight for Amir Khan. I felt so completely easy, catching him with jabs. I felt like I was on a better level than him.",Khan,8500,8500,Aamir Khan,NEG,NEG,,,TRUE,
apakistannews-fda9362dba493c03441e87a0354a78b5,"Congress has an animosity towards Varun's family which is a known fact. No action was taken against Antulay's anti-national comments. Kapil Sibal reacted even before the Election Commission (EC) issued any statements, which clearly denotes their ill feeling towards Varun's family because they are with the BJP",Naidu,2569,8503,Kapil Sibal,,,,,TRUE,
earthtimes-0a7fc6bff73df6e9eeabaac5af65ce9a,"There is a slight difference between Professor Krugman's opinion and ours,",Guenter Verheugen,269,8635,Paul Krugman,NEG,,,,FALSE,
theglobeandmail-3072a0c8001c788e803e15bbdf1af9f3,"There's no doubt that life without the Dalai Lama, in the current state we're in, would be a terrible blow,",Lhadon Tethong,458525,8917,Dalai Lama,POS,POS,,,TRUE,
xinhuanet_en-4dfd40f8ba974723184916819683868f,"The Dalai Lama has not served the religious harmony but instead repeatedly makes troubles,",Liu Bainian,138241,8917,Dalai Lama,NEG,NEG,,,TRUE,
javno-en-8df27e3d4535ca3c9fc3f1bb683f9414,"The Dalai Lama's ever-changing stances are against the historical and religious traditions,",Qiangba Puncog,461940,8917,Dalai Lama,NEG,NEG,,,TRUE,
peopledaily-93cb2366342b89ea249f2ce4ab116974,"The Dalai Lama has not served the religious harmony but instead repeatedly makes troubles,",Liu Bainian,138241,8917,Dalai Lama,NEG,NEG,,,TRUE,
AsiaOne-62b2470154882bd496f96731575049e0,"If the Dalai Lama does not follow the convention for political or other purposes, I believe his reincarnation would not be acknowledged by religious people in Tibet , and the central government will never approve it,",Qiangba Puncog,461940,8917,Dalai Lama,NEG,,,,FALSE,
WashingtonPost_B-a56e03c88bc168c2af942710c793133f,"Our generation has so much to take on our shoulders when His Holiness passes. The Dalai Lama has unified the hearts of all Tibetans,",Tenzin Tsundue,356326,8917,Dalai Lama,POS,POS,,,TRUE,
WashingtonPost_B-a3c0e1ab7a2afb7c3d0bcb64143a1a5e,"Our generation has so much to take on our shoulders when His Holiness passes. The Dalai Lama has unified the hearts of all Tibetans,",Tenzin Tsundue,356326,8917,Dalai Lama,POS,POS,,,TRUE,
javno-en-4f34dbadbb27bb3da308dc5c0ab48dd3,The South African government has not extended any invitation to the Dalai Lama to come to South Africa.,Ronnie Mamoepa,1055,8917,Dalai Lama,,,,,TRUE,
MailGuardian-24b2196d90a8746113beb857d144f5bf,"It is true that South Africa, under intense pressure from the Chinese authorities, have denied a visa to the Dalai Lama,",Thubten Samphel,183704,8917,Dalai Lama,,,,,TRUE,
iol-54ce4a7b175876594fa2d8d0abb70679,"I am very saddened that somebody like the Dalai Lama is being turned down... I don't think that as sovereign democracy country, we need to succumb to international pressure,",Mandela,133,8917,Dalai Lama,POS,,,,FALSE,
reuters-9127f3a4315c0600212f236a46d93736,"Regarding the Dalai Lama's overseas activities, we resolutely oppose any country's government having official contact with the Dalai Lama or enabling or offering a platform for his splittist activities,",Qin Gang,138240,8917,Dalai Lama,NEG,NEG,,,TRUE,
NewsJang-en-ede6cce697aa3cf67e10ac038c5e3fed,"If the Dalai Lama doesn't come, I'm not going ... I'm very disappointed,",Tutu,2984,8917,Dalai Lama,,,,,TRUE,
WashingtonPost_B-60b605c0d5afde9e9ae70d85b5e52ef5,"We certainly believe South Africa has decided not to give a visa to His Holiness the Dalai Lama under pressure from the Chinese government,",Samphel,183704,8917,Dalai Lama,,,,,TRUE,
MailGuardian-b51af7b723cd574ac8c3b86e929866dc,"I am very saddened that somebody like the Dalai Lama is being turned down ... I don't think that as sovereign democracy country, we need to succumb to international pressure,",Mandela,133,8917,Dalai Lama,POS,,,,FALSE,
WashingtonPost_B-34ab68f2df53636bb1d89a0426bdc182,"We certainly believe South Africa has decided not to give a visa to His Holiness the Dalai Lama under pressure from the Chinese government,",Samphel,183704,8917,Dalai Lama,,,,,TRUE,
iol-75003b306ec107b10b6cd2397daca295,"Very few, if any, of the Western powers allow the Dalai Lama to visit their countries in March - It is an internationally recognised diplomatic protocol,",Nzimande,10182,8917,Dalai Lama,,,,,TRUE,
iol-56d1d38865305774c0450031409cc456,"Who is the Dalai Lama? Is it just a spiritual leader of Buddhists in Tibet or he is the one who in March 1959 established a government in exile to counter a single China....The reason he wants to be here is to make a big global political statement. This is not about the [peace conference],",Manuel,762,8917,Dalai Lama,NEG,,,,FALSE,
MailGuardian-6dffc8e15299646cf348fdbcf47ca2b4,"The comments of the minister of health were rather unfortunate in the sense that this position on the Dalai Lama is an official position of this government,",Maseko,495500,8917,Dalai Lama,,,,,TRUE,
xinhuanet_en-cbe7103e004bbecdc05a80c5fd1cb515,"As far as the South African government is concerned, no invitation was extended to the Dalai Lama to visit South Africa,",Mamoepa,1055,8917,Dalai Lama,,,,,TRUE,
iol-3fa6b0e20598bd68de233ced98bb39a2,The Dalai Lama is someone who won the Nobel Peace Prize. (He) was given the congressional medal of honour in the United States. Does Manuel still want to know who the Dalai Lama is?,Tutu,2984,8917,Dalai Lama,POS,,,,FALSE,
indiatimes-34681091283b347d9e3dae2601d200d0,"The real problem is that Chinese government continues to insist that the issue is Dalai Lama and not the rights of Tibetans. They say there is no problem even when there are 50 tanks in Lhasa ready to shoot any time. I want to appeal to the Chinese government to allow international media to visit Tibet and see for themselves the plight of the people,",Dalai Lama,8917,8917,Dalai Lama,POS,,,,FALSE,
ukgovpublic-3073b581ad39757e663587df5fe17d53,We are delighted to announce that University College London will head up the training scheme. The winning bid offered an unrivalled blend of skills and experience that will be essential to the success of this challenging project. This has the potential to make an important national and international contribution to this key area of public health.,Dawn Primarolo,57794,8984,University College,POS,,,,FALSE,
xinhuanet_en-3d0b027505a8eb1d64a3cf1ebd07bc59,"I am still not ready to play seven consecutive matches and will have to withdraw from the Sony Ericsson Open which is one of my favorite tournaments of the year,",Sharapova,473,9076,Sony Ericsson,,,,,TRUE,
irinnews-c4425768aa04acaf9dc99d15839eb26a,"When one of the cholera victims in Quinga village died soon after chlorine had been used to decontaminate a well, the bereaved people in the local community got angry. They rushed to the conclusion that the Red Cross was spreading cholera in the wells, when they were in fact putting in chlorine,",Teixeira,283515,9138,Red Cross,,,,,TRUE,
earthtimes-8ae840e959a2a6ca023b88aaeceb0ee3,"UnitedHealth Group is a committed partner of the Red Cross in disaster preparedness and relief,",Michael Brown,1899,9138,Red Cross,POS,,,,FALSE,
HindustanTimes-d4629a203e0015b95c5deebe780839e2,"If the Congress strength in the next Lok Sabha exceeds 130-135, Manmohan Singh will become PM in all probability. If that party's strength is reduced to a number less than 120, a leader of the any of the UPA allies can stake his claim for the top job",Paswan,29462,9158,Lok Sabha,,,,,TRUE,
indiatimes-639c435f0c1cde67d282646660ceac16,"Left parties are an important component of the Third Front who always have about 40-50 members in the Lok Sabha,",Pawar,31846,9158,Lok Sabha,,,,,TRUE,
expressindia-0a1161e1c33d5c05d07535f0d83b0c30,"I am not in the race... the prime ministerial candidate will only be known after the results of the Lok Sabha elections are announced,",Yadav,9147,9158,Lok Sabha,,,,,TRUE,
apakistannews-081b047bfe44a4eb7478d41eb12327a5,"I have not made any decision about joining the BJP or merging my party with BJP. In return (of support), I neither want any seat (in the Lok Sabha polls) nor do I want to reach any understanding,",Bharti,37102,9158,Lok Sabha,,,,,TRUE,
apakistannews-b52495a89b738949e408bdc4e2df0c83,"I am not going to contest Lok Sabha elections from anywhere. I will just engage myself in election campaigning,",Deshmukh,76418,9158,Lok Sabha,,,,,TRUE,
indiatimes-67038d05ac8ba4f747aab665c31cc9e0,"Saying Fernandes was denied a ticket is not correct. The party requested him not to contest in Lok Sabha election owing to his health problems and offered him a Rajya Sabha nomination instead. The decision was taken after due deliberation,",Kumar,4913,9158,Lok Sabha,,,,,TRUE,
indiatimes-4864a7868b44f7a04ca1491e652f9837,"The District Magistrate had been going about stating that she would recommend a re-poll in all the polling booths recording 70 percent or more polling in Mainpuri Lok Sabha constituency in the coming elections,",Yadav,9147,9158,Lok Sabha,,,,,TRUE,
HindustanTimes-03ea512bb5e9b2e839f88acdc9b7a846,so far we have announced candidates for 28 out of the 42 Lok Sabha and 195 out of the 294 assembly constituencies in the state.,Bandaru Dattatreya,152204,9158,Lok Sabha,,,,,TRUE,
indiatimes-f4207c67f7a7eb7b9167faa634bc13d4,The launch of the Nano was timed keeping in view the approaching Lok Sabha polls. It was motivated. It is a conspiracy against me.,Banerjee,93319,9158,Lok Sabha,NEG,,,,FALSE,
HindustanTimes-57b6669ecb268a639e20093477cbda91,"I am happy to announce the alliance. We would campaign together for the upcoming Lok Sabha elections,",Patel,1849,9158,Lok Sabha,,,,,TRUE,
HindustanTimes-a9439ea0f8c29d190a521540543157c1,so far we have announced candidates for 28 out of the 42 Lok Sabha and 195 out of the 294 assembly constituencies in the state.,Bandaru Dattatreya,152204,9158,Lok Sabha,,,,,TRUE,
HindustanTimes-b63ce71af937dee900d92dc34b798a35,"The UPA is no longer united ahead of the Lok Sabha polls. It has proved to be an opportunistic alliance, unlike the NDA (National democratic Alliance) which is united and strong,",Jaitley,6253,9158,Lok Sabha,,,,,TRUE,
HindustanTimes-e3336e34aaf424bd37e99467e8641b6c,"I am happy to announce the alliance. We would campaign together for the upcoming Lok Sabha elections,",Patel,1849,9158,Lok Sabha,,,,,TRUE,
HindustanTimes-1f31f14e189587504c0cac20a9d8c894,so far we have announced candidates for 28 out of the 42 Lok Sabha and 195 out of the 294 assembly constituencies in the state.,Bandaru Dattatreya,152204,9158,Lok Sabha,,,,,TRUE,
HindustanTimes-bf7fa4ab13110790b42ab2cf4617568f,"The UPA is no longer united ahead of the Lok Sabha polls. It has proved to be an opportunistic alliance, unlike the NDA (National democratic Alliance) which is united and strong,",Jaitley,6253,9158,Lok Sabha,,,,,TRUE,
HindustanTimes-0c7950c84709c71faed8ff1c2361d524,so far we have announced candidates for 28 out of the 42 Lok Sabha and 195 out of the 294 assembly constituencies in the state.,Bandaru Dattatreya,152204,9158,Lok Sabha,,,,,TRUE,
HindustanTimes-de21359bfcba053b01576b830948ecf8,so far we have announced candidates for 28 out of the 42 Lok Sabha and 195 out of the 294 assembly constituencies in the state.,Bandaru Dattatreya,152204,9158,Lok Sabha,,,,,TRUE,
glasgowherald-9db139181d783c0c69da5598972bcca0,"Nicola Sturgeon's response to C difficile has been complacent and piecemeal. We welcome additional resources for steam cleaning in NHS hospitals, but it needs to be part of a comprehensive approach to cut infections.",Cathy Jamieson,1491,9349,Nicola Sturgeon,NEG,,,,FALSE,
HumanRightsWatch-781e6218c731e25617d0b9c165b51efc,V°ctor Hugo C†rdenas should ask himself what harm he might have caused his neighbors for them to condemn him.,Alvaro Garc°a Linera,163380,9683,Victor Hugo,NEG,NEG,,,TRUE,
bbc-7c049d198c53287fc598791d95c05ddd,"If you look at what Churchill said and wrote about the issues affecting our times, mass immigration, dangers of radical Islam, you would see that Churchill, were he alive today, would be thrown out of the Conservative Party for things he said and his political home would be with the British National Party.",Griffin,1368,9837,Conservative Party,,,,,TRUE,
bbc-e16b4f4cdd76350398cdf9b04289c16b,The Welsh Assembly Government is committed to partnership working and collaboration across the public sector.,Jane Hutt,2502,9936,Welsh Assembly,POS,,,,FALSE,
bbc-0c7b25238f9d029f3c25c7a5b08df06a,I am pleased to be able to announce Welsh Assembly Government match-funding for the development of this new purpose-built centre.,Morgan,654,9936,Welsh Assembly,POS,,,,FALSE,
thetimes-4559969b168dea1d0f98d1d65af08c62,My guess is that there is a shared interest between the Saudis and Foreign Office not to follow the logic of that deduction.,Wilson,40903,9945,Foreign Office,NEG,,,,FALSE,
msnbc-5a2754b12788e2e7cd2495699ed9f45a,"If these plans are carried out, we run the risk of looking like a Third World country,",McConnell,1881,9963,Third World,,,,,TRUE,
JakartaPost-c2d65e70892eb0cc0480e057e6063673,"If these plans are carried out, we run the risk of looking like a Third World country,",McConnell,1881,9963,Third World,,,,,TRUE,
evenimentul-80a4e49c6c6c924cbe09ea0ee07abc7b,"Romania is firmly convinced that the strategic partnership between the European Union and Russia have to become one of the pillars of Europe. Russia and part of the European culture and civilization, something which generations of Romanians still keep in their memory,",Cristian Diaconescu,58774,10101,European Union,,,,,TRUE,
peopledaily-39c7e5855fac538395306557da80f619,"We understand the internal issues in the European Union, but we believe that in this phase the application (for EU candidate status) should be sent to Brussels,",Vujanovic,23540,10101,European Union,,,,,TRUE,
peopledaily-764e8575dc671e015fff6feebaee7c2b,"The European Union attaches the utmost importance to the holding of free and inclusive elections in Afghanistan. The elections are essential to guarantee the participation of the people of Afghanistan in the democratic process of state-building,",Solana,62,10101,European Union,,,,,TRUE,
gue-ngl-e2fb7e258fcedb356d4c2c7498c668d2,"It is an obligation for our all our states to guarantee harmonised reception procedures throughout the European Union and for this reason the European Parliament has asked for a review of the mandate of Frontex, which should be to ensure the protection of the most vulnerable people and, in particular, of potential refugees",Catania,11638,10101,European Union,,,,,TRUE,
AfghanistanSun-5c374032ccc00ff1a91b156e6f717abe,We are aware that some people resident in other countries within the European Union needing transplants are being referred to the UK.,Alan Johnson,11379,10101,European Union,,,,,TRUE,
regnum-en-08166766ca0219c3d332198ee966ae45,"However, let me be very clear on one point: the Eastern Partnership does not offer a membership prospective to these countries, but it is the recognition of our Eastern Partners intention to come closer to the European Union. With the different aspects of the Eastern Partnership we aim at fostering the economic and social development in these countries as well as at bringing these countries as close to the EU as is possible while fully respecting the political circumstances",Hohmann,358077,10101,European Union,,,,,TRUE,
